,Notes,UCD - ICD Chapter,UCD - ICD Chapter Code,Race,Race Code,Gender,Gender Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Year,Year Code,Deaths,Population
5140,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,75-84 years,75-84,2016.0,2016.0,1722.0,293365,587.0
5141,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,75-84 years,75-84,2017.0,2017.0,1773.0,305663,580.1
5142,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,85+ years,85+,1999.0,1999.0,1806.0,75975,2377.1
5143,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,85+ years,85+,2000.0,2000.0,1627.0,77790,2091.5
5144,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,85+ years,85+,2001.0,2001.0,1586.0,79852,1986.2
5145,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,85+ years,85+,2002.0,2002.0,1754.0,81772,2145.0
5146,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,85+ years,85+,2003.0,2003.0,1684.0,84353,1996.4
5147,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,85+ years,85+,2004.0,2004.0,1740.0,86316,2015.8
5148,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,85+ years,85+,2005.0,2005.0,1795.0,90089,1992.5
5149,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,85+ years,85+,2006.0,2006.0,1712.0,93880,1823.6
5150,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,85+ years,85+,2007.0,2007.0,1710.0,97531,1753.3
5151,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,85+ years,85+,2008.0,2008.0,1791.0,101267,1768.6
5152,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,85+ years,85+,2009.0,2009.0,1788.0,104602,1709.3
5153,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,85+ years,85+,2010.0,2010.0,1924.0,107149,1795.6
5154,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,85+ years,85+,2011.0,2011.0,2152.0,112181,1918.3
5155,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,85+ years,85+,2012.0,2012.0,2007.0,115496,1737.7
5156,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,85+ years,85+,2013.0,2013.0,2155.0,119159,1808.5
5157,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,85+ years,85+,2014.0,2014.0,2043.0,120675,1693.0
5158,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,85+ years,85+,2015.0,2015.0,2125.0,122439,1735.6
5159,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,85+ years,85+,2016.0,2016.0,2048.0,123969,1652.0
5160,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,85+ years,85+,2017.0,2017.0,2218.0,128464,1726.6
5161,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Female,F,55-64 years,55-64,2004.0,2004.0,10.0,59331,Unreliable
5162,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Female,F,55-64 years,55-64,2009.0,2009.0,10.0,81353,Unreliable
5163,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Female,F,65-74 years,65-74,2009.0,2009.0,10.0,43047,Unreliable
5164,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Female,F,65-74 years,65-74,2010.0,2010.0,10.0,44782,Unreliable
5165,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Female,F,65-74 years,65-74,2011.0,2011.0,14.0,47606,Unreliable
5166,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Female,F,65-74 years,65-74,2012.0,2012.0,13.0,51181,Unreliable
5167,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Female,F,65-74 years,65-74,2013.0,2013.0,12.0,54874,Unreliable
5168,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Female,F,65-74 years,65-74,2014.0,2014.0,11.0,59442,Unreliable
5169,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Female,F,75-84 years,75-84,2000.0,2000.0,13.0,12515,Unreliable
5170,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Female,F,75-84 years,75-84,2001.0,2001.0,12.0,13719,Unreliable
5171,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Female,F,75-84 years,75-84,2005.0,2005.0,11.0,17690,Unreliable
5172,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Female,F,75-84 years,75-84,2006.0,2006.0,11.0,18668,Unreliable
5173,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Female,F,75-84 years,75-84,2007.0,2007.0,15.0,19693,Unreliable
5174,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Female,F,75-84 years,75-84,2009.0,2009.0,10.0,21835,Unreliable
5175,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Female,F,75-84 years,75-84,2010.0,2010.0,14.0,22737,Unreliable
5176,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Female,F,75-84 years,75-84,2011.0,2011.0,17.0,24148,Unreliable
5177,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Female,F,75-84 years,75-84,2012.0,2012.0,20.0,25777,77.6
5178,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Female,F,75-84 years,75-84,2013.0,2013.0,11.0,27387,Unreliable
5179,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Female,F,75-84 years,75-84,2014.0,2014.0,25.0,29267,85.4
5180,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Female,F,75-84 years,75-84,2015.0,2015.0,14.0,31103,Unreliable
5181,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Female,F,75-84 years,75-84,2016.0,2016.0,20.0,32364,61.8
5182,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Female,F,75-84 years,75-84,2017.0,2017.0,16.0,35614,Unreliable
5183,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2004.0,2004.0,13.0,5134,Unreliable
5184,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2005.0,2005.0,10.0,5567,Unreliable
5185,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2007.0,2007.0,13.0,6346,Unreliable
5186,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2008.0,2008.0,18.0,6763,Unreliable
5187,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2010.0,2010.0,19.0,7550,Unreliable
5188,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2012.0,2012.0,11.0,9318,Unreliable
5189,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2013.0,2013.0,22.0,10305,213.5
5190,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2014.0,2014.0,12.0,11089,Unreliable
5191,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2015.0,2015.0,17.0,12198,Unreliable
5192,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2016.0,2016.0,33.0,13049,252.9
5193,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2017.0,2017.0,22.0,14833,148.3
5194,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,35-44 years,35-44,2016.0,2016.0,11.0,129266,Unreliable
5195,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,35-44 years,35-44,2017.0,2017.0,10.0,131866,Unreliable
5196,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,45-54 years,45-54,2005.0,2005.0,10.0,95498,Unreliable
5197,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,45-54 years,45-54,2006.0,2006.0,12.0,98052,Unreliable
5198,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,45-54 years,45-54,2007.0,2007.0,12.0,100622,Unreliable
5199,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,45-54 years,45-54,2009.0,2009.0,10.0,107645,Unreliable
5200,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,45-54 years,45-54,2010.0,2010.0,11.0,109332,Unreliable
5201,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,45-54 years,45-54,2016.0,2016.0,10.0,118354,Unreliable
5202,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,45-54 years,45-54,2017.0,2017.0,15.0,120740,Unreliable
5203,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,55-64 years,55-64,1999.0,1999.0,13.0,40794,Unreliable
5204,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,55-64 years,55-64,2000.0,2000.0,11.0,42375,Unreliable
5205,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,55-64 years,55-64,2001.0,2001.0,15.0,45152,Unreliable
5206,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,55-64 years,55-64,2002.0,2002.0,13.0,47956,Unreliable
5207,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,55-64 years,55-64,2004.0,2004.0,11.0,54529,Unreliable
5208,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,55-64 years,55-64,2005.0,2005.0,10.0,58644,Unreliable
5209,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,55-64 years,55-64,2008.0,2008.0,14.0,69813,Unreliable
5210,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,55-64 years,55-64,2009.0,2009.0,16.0,74152,Unreliable
5211,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,55-64 years,55-64,2010.0,2010.0,16.0,78095,Unreliable
5212,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,55-64 years,55-64,2011.0,2011.0,12.0,83559,Unreliable
5213,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,55-64 years,55-64,2012.0,2012.0,13.0,87955,Unreliable
5214,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,55-64 years,55-64,2013.0,2013.0,15.0,92284,Unreliable
5215,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,55-64 years,55-64,2014.0,2014.0,19.0,96784,Unreliable
5216,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,55-64 years,55-64,2015.0,2015.0,23.0,100877,22.8
5217,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,55-64 years,55-64,2016.0,2016.0,12.0,102154,Unreliable
5218,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,55-64 years,55-64,2017.0,2017.0,16.0,105817,Unreliable
5219,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,65-74 years,65-74,1999.0,1999.0,13.0,21559,Unreliable
5220,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,65-74 years,65-74,2006.0,2006.0,18.0,33376,Unreliable
5221,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,65-74 years,65-74,2008.0,2008.0,10.0,36694,Unreliable
5222,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,65-74 years,65-74,2010.0,2010.0,10.0,39677,Unreliable
5223,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,65-74 years,65-74,2011.0,2011.0,11.0,41841,Unreliable
5224,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,65-74 years,65-74,2012.0,2012.0,23.0,44495,51.7
5225,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,65-74 years,65-74,2013.0,2013.0,15.0,48097,Unreliable
5226,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,65-74 years,65-74,2014.0,2014.0,16.0,52213,Unreliable
5227,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,65-74 years,65-74,2015.0,2015.0,17.0,56546,Unreliable
5228,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,65-74 years,65-74,2016.0,2016.0,24.0,58876,40.8
5229,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,65-74 years,65-74,2017.0,2017.0,21.0,63745,32.9
5230,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,75-84 years,75-84,2001.0,2001.0,12.0,10147,Unreliable
5231,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,75-84 years,75-84,2003.0,2003.0,11.0,11617,Unreliable
5232,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,75-84 years,75-84,2005.0,2005.0,20.0,13075,153.0
5233,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,75-84 years,75-84,2006.0,2006.0,12.0,13841,Unreliable
5234,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,75-84 years,75-84,2007.0,2007.0,11.0,14625,Unreliable
5235,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,75-84 years,75-84,2009.0,2009.0,10.0,16423,Unreliable
5236,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,75-84 years,75-84,2012.0,2012.0,18.0,20482,Unreliable
5237,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,75-84 years,75-84,2013.0,2013.0,15.0,22062,Unreliable
5238,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,75-84 years,75-84,2014.0,2014.0,16.0,23734,Unreliable
5239,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,75-84 years,75-84,2015.0,2015.0,16.0,25538,Unreliable
5240,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,75-84 years,75-84,2016.0,2016.0,23.0,26574,86.6
5241,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,75-84 years,75-84,2017.0,2017.0,20.0,28950,69.1
5242,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,85+ years,85+,2010.0,2010.0,12.0,4627,Unreliable
5243,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,85+ years,85+,2013.0,2013.0,18.0,6181,Unreliable
5244,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,85+ years,85+,2014.0,2014.0,11.0,6760,Unreliable
5245,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,85+ years,85+,2015.0,2015.0,12.0,7464,Unreliable
5246,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,85+ years,85+,2016.0,2016.0,13.0,8034,Unreliable
5247,Diseases of the digestive system,K00-K92,Asian or Pacific Islander,A-PI,Male,M,85+ years,85+,2017.0,2017.0,17.0,9303,Unreliable
5248,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,< 1 year,1,2008.0,2008.0,10.0,24820,Unreliable
5249,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,25-34 years,25-34,2000.0,2000.0,13.0,284275,Unreliable
5250,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,35-44 years,35-44,1999.0,1999.0,19.0,296913,Unreliable
5251,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,35-44 years,35-44,2000.0,2000.0,21.0,299408,7.0
5252,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,35-44 years,35-44,2001.0,2001.0,25.0,303246,8.2
5253,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,35-44 years,35-44,2002.0,2002.0,22.0,302101,7.3
5254,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,35-44 years,35-44,2003.0,2003.0,22.0,300353,7.3
5255,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,35-44 years,35-44,2004.0,2004.0,19.0,296329,Unreliable
5256,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,35-44 years,35-44,2006.0,2006.0,14.0,287171,Unreliable
5257,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,35-44 years,35-44,2007.0,2007.0,20.0,279844,7.1
5258,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,35-44 years,35-44,2008.0,2008.0,17.0,273206,Unreliable
5259,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,35-44 years,35-44,2009.0,2009.0,16.0,265883,Unreliable
5260,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,35-44 years,35-44,2010.0,2010.0,18.0,262068,Unreliable
5261,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,35-44 years,35-44,2011.0,2011.0,11.0,256625,Unreliable
5262,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,35-44 years,35-44,2012.0,2012.0,12.0,254511,Unreliable
5263,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,35-44 years,35-44,2013.0,2013.0,16.0,252120,Unreliable
5264,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,35-44 years,35-44,2014.0,2014.0,11.0,253317,Unreliable
5265,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,35-44 years,35-44,2015.0,2015.0,11.0,252142,Unreliable
5266,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,35-44 years,35-44,2017.0,2017.0,17.0,250095,Unreliable
5267,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,45-54 years,45-54,1999.0,1999.0,38.0,219892,17.3
5268,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,45-54 years,45-54,2000.0,2000.0,42.0,224544,18.7
5269,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,45-54 years,45-54,2001.0,2001.0,58.0,233053,24.9
5270,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,45-54 years,45-54,2002.0,2002.0,35.0,238262,14.7
5271,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,45-54 years,45-54,2003.0,2003.0,50.0,243359,20.5
5272,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,45-54 years,45-54,2004.0,2004.0,33.0,248317,13.3
5273,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,45-54 years,45-54,2005.0,2005.0,42.0,252836,16.6
5274,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,45-54 years,45-54,2006.0,2006.0,39.0,257601,15.1
5275,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,45-54 years,45-54,2007.0,2007.0,44.0,261804,16.8
5276,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,45-54 years,45-54,2008.0,2008.0,46.0,267318,17.2
5277,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,45-54 years,45-54,2009.0,2009.0,35.0,273098,12.8
5278,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,45-54 years,45-54,2010.0,2010.0,35.0,276561,12.7
5279,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,45-54 years,45-54,2011.0,2011.0,34.0,277934,12.2
5280,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,45-54 years,45-54,2012.0,2012.0,42.0,277308,15.1
5281,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,45-54 years,45-54,2013.0,2013.0,48.0,277141,17.3
5282,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,45-54 years,45-54,2014.0,2014.0,29.0,276522,10.5
5283,Diseases of the digestive system,K00-K92,Black or African American,2054-5,Female,F,45-54 years,45-54,2015.0,2015.0,33.0,274112,12.0
